Asset ID,Asset Type,Purchase Date,Lifecycle Status,Maintenance Cost,Replacement Cost
A8736,Laptop,2022-12-23,Retired,3470.6,3411.67
A8737,Router,2020-09-29,In Maintenance,1833.84,8650.87
A8738,Desktop,2021-04-06,Retired,1204.6,5838.84
A8739,Laptop,2023-08-16,Disposed,3184.3,1798.41
A8740,Router,2023-04-10,Disposed,4816.79,8739.51
A8741,Router,2021-11-26,Disposed,4496.74,9886.65
A8742,Router,2019-12-11,In Maintenance,3250.88,9436.85
A8743,Router,2019-12-21,Retired,3992.02,4566.89
A8744,Desktop,2021-01-31,Active,3052.65,4288.46
A8745,Server,2021-08-31,In Maintenance,4998.25,9800.36
A8746,Server,2023-04-01,Disposed,4852.13,6642.36
A8747,Printer,2021-05-21,Retired,2662.87,5471.66
A8748,Printer,2020-05-02,Disposed,4399.85,4672.23
A8749,Laptop,2024-05-16,Active,1374.49,5885.19
A8750,Router,2022-03-20,Retired,4267.9,5728.05
A8751,Desktop,2022-03-22,Disposed,382.66,2677.49
A8752,Printer,2022-08-19,Active,4705.88,5056.29
A8753,Router,2022-11-10,Active,875.83,6258.7
A8754,Printer,2020-07-31,Active,4926.78,7165.58
A8755,Laptop,2022-12-13,Active,514.39,3129.36
A8756,Printer,2023-03-12,Active,4326.03,1690.48
A8757,Desktop,2021-04-29,Disposed,4384.15,580.48
A8758,Laptop,2024-03-13,Active,1048.78,4341.5
A8759,Laptop,2020-04-19,In Maintenance,482.98,7928.4
A8760,Server,2023-09-09,Retired,113.83,3437.42
A8761,Server,2024-05-27,Active,2215.72,5068.74
A8762,Switch,2022-01-24,In Maintenance,579.92,4635.47
A8763,Router,2023-12-06,Retired,4277.89,7757.91
A8764,Router,2022-11-02,Active,3462.59,1310.73
A8765,Server,2023-01-05,Disposed,4791.88,6782.18
A8766,Switch,2021-04-19,Disposed,1949.85,3124.75
A8767,Server,2022-02-07,In Maintenance,2349.98,8963.63
A8768,Printer,2023-03-19,Disposed,1394.86,9339.67
A8769,Switch,2020-10-26,Active,4125.31,6136.84
A8770,Laptop,2020-05-03,Retired,574.29,1937.64
A8771,Laptop,2022-08-20,In Maintenance,2669.08,1776.25
A8772,Switch,2023-04-30,Active,3951.62,5768.57
A8773,Desktop,2023-09-27,Active,3339.83,1986.37
A8774,Desktop,2022-02-06,Retired,3721.78,9291.77
A8775,Router,2021-05-17,In Maintenance,1463.3,1696.74
A8776,Switch,2019-09-18,In Maintenance,4327.44,3358.63
A8777,Switch,2021-07-10,Disposed,4970.62,2074.36
A8778,Router,2022-04-27,In Maintenance,2614.25,7478.21
A8779,Switch,2020-09-21,Active,2299.05,7553.34
A8780,Printer,2021-11-08,Active,2188.59,3744.74
A8781,Switch,2019-11-04,Active,3690.53,9796.94
A8782,Laptop,2021-10-26,Retired,4953.97,5074.28
A8783,Switch,2020-10-15,In Maintenance,473.07,3781.59
A8784,Desktop,2022-04-08,Retired,339.19,3452.99
A8785,Desktop,2024-06-24,Active,3145.36,2909.73
A8786,Desktop,2020-09-28,Retired,2192.93,2963.18
A8787,Desktop,2023-06-26,Retired,2526.95,4811.88
A8788,Printer,2023-12-13,In Maintenance,3388.6,1105.39
A8789,Laptop,2023-09-07,Disposed,348.97,686.24
A8790,Desktop,2023-08-23,In Maintenance,4419.0,5094.86
A8791,Switch,2020-10-12,In Maintenance,1668.83,2677.43
A8792,Laptop,2023-12-12,Active,388.58,1996.84
A8793,Laptop,2021-08-24,Retired,4602.78,4378.85
A8794,Printer,2021-02-10,Active,892.07,4923.76
A8795,Router,2023-02-28,Disposed,749.3,8891.58
A8796,Printer,2022-02-12,Disposed,736.69,7207.59
A8797,Server,2024-02-04,Active,3890.46,6784.63
A8798,Printer,2019-10-18,Active,3983.55,8511.69
A8799,Laptop,2023-03-01,Active,476.91,5363.14
A8800,Desktop,2019-08-03,Disposed,2113.35,4744.85
A8801,Switch,2023-04-03,Active,3914.38,632.33
A8802,Printer,2023-10-03,Disposed,408.81,8440.16
A8803,Printer,2021-11-21,In Maintenance,1756.82,6067.94
A8804,Server,2023-09-18,Disposed,2933.36,709.71
A8805,Server,2021-08-09,Disposed,4155.24,2470.24
A8806,Switch,2021-09-28,Active,1066.83,5430.92
A8807,Switch,2024-03-13,Active,2322.91,9037.75
A8808,Router,2023-07-13,Retired,3289.06,5082.3
A8809,Server,2024-07-04,Retired,1184.89,5859.23
A8810,Desktop,2021-02-21,Disposed,2052.07,9207.27
A8811,Printer,2024-07-11,In Maintenance,2421.18,4133.91
A8812,Server,2023-05-08,Retired,4634.41,5510.37
A8813,Desktop,2024-04-21,Disposed,4961.5,748.65
A8814,Printer,2023-01-10,Disposed,3673.43,5158.28
A8815,Printer,2020-06-26,Disposed,2310.58,2522.3
A8816,Server,2023-05-16,In Maintenance,1568.25,2427.95
A8817,Switch,2022-10-16,Disposed,1710.27,2264.17
A8818,Router,2022-11-19,In Maintenance,3200.03,4685.91
A8819,Server,2021-02-07,Retired,4277.22,6292.32
A8820,Switch,2020-05-22,Disposed,2218.48,9275.75
A8821,Laptop,2022-01-17,Retired,2105.51,3595.92
A8822,Server,2024-05-08,In Maintenance,1188.95,5344.44
A8823,Switch,2023-05-01,Active,2204.92,7621.32
A8824,Desktop,2020-02-03,Disposed,4114.04,8951.2
A8825,Server,2019-12-30,Retired,4682.66,8951.08
A8826,Router,2023-10-12,Disposed,1198.06,5671.03
A8827,Switch,2023-03-04,Active,2707.17,5248.39
A8828,Desktop,2024-07-01,Disposed,4749.05,5468.09
A8829,Switch,2023-06-04,In Maintenance,287.05,7199.01
A8830,Server,2022-04-23,Active,2185.25,1963.9
A8831,Router,2020-01-11,Retired,1767.39,1790.07
A8832,Switch,2020-05-14,Retired,1565.55,6495.48
A8833,Desktop,2023-10-14,Active,3093.23,2286.26
A8834,Printer,2022-04-28,Disposed,2850.41,4877.21
A8835,Laptop,2020-10-19,Active,2840.51,8081.78
A8836,Server,2019-10-19,In Maintenance,2727.91,6871.8
A8837,Desktop,2021-06-29,Active,3248.23,5592.38
A8838,Server,2020-09-18,In Maintenance,3268.57,7511.66
A8839,Desktop,2023-02-24,In Maintenance,608.33,1309.01
A8840,Switch,2019-10-14,Active,3799.96,3937.7
A8841,Printer,2023-09-17,Active,2332.74,1829.42
A8842,Laptop,2022-05-17,Disposed,1743.13,2009.0
A8843,Printer,2019-07-30,Disposed,4585.62,4584.29
A8844,Printer,2020-07-21,Active,330.06,4907.31
A8845,Laptop,2021-06-21,Active,1430.44,9122.01
A8846,Server,2021-09-15,In Maintenance,4306.36,635.75
A8847,Switch,2020-01-29,Disposed,2636.8,1932.85
A8848,Desktop,2021-11-15,Disposed,3194.23,3653.5
A8849,Desktop,2022-02-01,In Maintenance,2940.42,4346.2
A8850,Laptop,2020-04-12,In Maintenance,150.09,7277.2
A8851,Printer,2022-02-22,Active,358.9,8440.11
A8852,Printer,2021-04-19,Disposed,1820.01,7481.68
A8853,Router,2021-04-21,Disposed,4341.7,1877.76
A8854,Router,2023-02-10,Retired,636.95,5349.1
A8855,Desktop,2020-05-10,Disposed,1358.07,558.2
A8856,Switch,2021-10-27,Disposed,2499.12,8151.83
A8857,Switch,2022-06-13,Retired,4168.89,2611.58
A8858,Switch,2023-09-21,In Maintenance,4736.36,5247.54
A8859,Switch,2021-06-17,Active,3329.64,6713.95
A8860,Laptop,2022-03-30,Disposed,199.77,3217.5
A8861,Laptop,2020-11-17,Active,3598.86,914.09
A8862,Switch,2021-02-25,Active,2314.36,2956.16
A8863,Switch,2022-04-08,Disposed,2345.08,6995.08
A8864,Laptop,2020-06-24,Disposed,3057.07,1005.0
A8865,Desktop,2020-08-24,Disposed,4347.01,6178.64
A8866,Desktop,2021-01-12,Disposed,1582.57,4300.98
A8867,Laptop,2019-09-08,In Maintenance,3928.48,890.54
A8868,Desktop,2022-07-09,In Maintenance,4084.08,8971.81
A8869,Switch,2022-08-01,In Maintenance,3025.58,5186.2
A8870,Switch,2022-07-27,Active,1250.9,9812.01
A8871,Switch,2020-07-28,In Maintenance,737.94,5408.07
A8872,Server,2022-11-25,In Maintenance,472.0,2039.62
A8873,Router,2019-07-24,Disposed,4705.22,6922.53
A8874,Switch,2021-12-21,Disposed,1323.8,2988.91
A8875,Printer,2023-11-30,Disposed,3354.23,5918.37
A8876,Printer,2022-10-12,Disposed,2997.72,9044.9
A8877,Desktop,2023-08-25,Disposed,3574.85,6319.45
A8878,Desktop,2022-05-17,Retired,1286.57,4900.18
A8879,Switch,2021-09-06,Retired,4948.54,3779.25
A8880,Desktop,2023-09-09,In Maintenance,4533.07,9845.78
A8881,Laptop,2020-10-09,Retired,3348.57,8882.48
A8882,Server,2022-09-13,Disposed,1717.67,4429.51
A8883,Desktop,2023-11-04,Disposed,291.1,9330.05
A8884,Router,2020-12-10,In Maintenance,1406.62,8665.29
A8885,Printer,2022-11-13,Retired,1165.06,6815.76
A8886,Desktop,2022-07-06,In Maintenance,672.31,9078.59
A8887,Server,2024-01-10,Disposed,4931.15,7031.76
A8888,Desktop,2023-10-22,Active,1740.06,6665.35
A8889,Desktop,2021-06-30,In Maintenance,2286.9,6307.13
A8890,Laptop,2022-09-17,Disposed,1493.25,2840.16
A8891,Laptop,2024-01-03,Active,2604.02,762.91
A8892,Switch,2022-01-01,In Maintenance,3355.79,7094.77
A8893,Server,2024-01-06,Disposed,3795.13,928.79
A8894,Router,2021-06-01,Disposed,3532.75,7125.54
A8895,Switch,2022-10-09,Disposed,1190.04,6274.16
A8896,Desktop,2019-09-24,In Maintenance,2026.79,6831.95
A8897,Laptop,2020-10-14,Retired,366.35,2164.77
A8898,Switch,2023-07-13,Retired,1974.38,4037.99
A8899,Laptop,2023-04-18,Active,300.73,2684.75
A8900,Router,2023-09-26,Disposed,1041.72,2452.86
A8901,Desktop,2021-07-19,Disposed,1916.17,5709.66
A8902,Laptop,2020-01-18,In Maintenance,1174.98,7493.1
A8903,Printer,2022-03-15,In Maintenance,3813.94,2959.46
A8904,Switch,2022-12-16,Disposed,2358.24,5325.46
A8905,Desktop,2022-02-01,Active,1191.49,9772.27
A8906,Desktop,2022-08-23,In Maintenance,1828.77,6421.66
A8907,Router,2020-11-12,Active,1437.24,5378.31
A8908,Router,2019-10-25,In Maintenance,3546.09,9382.08
A8909,Server,2022-04-13,Retired,2515.17,8035.83
A8910,Desktop,2021-08-19,Disposed,611.27,4405.59
A8911,Router,2022-10-25,In Maintenance,1355.02,9102.89
A8912,Printer,2023-04-16,Active,2760.28,9461.61
A8913,Desktop,2020-02-13,Disposed,186.91,8503.33
A8914,Server,2021-04-30,Retired,3491.13,6245.37
A8915,Desktop,2021-05-07,Disposed,1229.45,7905.31
A8916,Server,2021-07-26,Active,946.55,2053.55
A8917,Printer,2022-06-12,Disposed,943.76,8226.77
A8918,Laptop,2020-04-03,Disposed,1015.11,1770.75
A8919,Laptop,2021-07-05,Retired,4414.91,2527.66
A8920,Desktop,2020-07-02,Disposed,2559.34,6451.72
A8921,Router,2022-04-03,Active,2559.36,8022.81
A8922,Printer,2021-03-27,In Maintenance,3790.63,3223.79
A8923,Laptop,2024-05-13,Active,794.78,9749.7
A8924,Switch,2022-01-30,Retired,1179.92,954.27
A8925,Switch,2020-04-26,In Maintenance,1752.57,2011.25
A8926,Switch,2022-10-07,Disposed,4803.13,1066.2
A8927,Router,2023-07-08,Disposed,3936.96,3710.38
A8928,Router,2022-11-21,Active,3733.97,2954.96
A8929,Router,2022-02-08,Active,3913.28,950.38
A8930,Laptop,2020-10-14,Disposed,3326.47,9881.05
A8931,Switch,2023-01-18,In Maintenance,1055.75,4732.38
A8932,Printer,2020-06-18,Disposed,2062.29,9524.8
A8933,Printer,2022-06-21,Disposed,2961.44,1129.47
A8934,Router,2021-06-04,Active,3379.25,4140.62
A8935,Desktop,2023-04-20,Retired,2652.84,8354.75
A8936,Router,2019-12-05,Retired,4215.26,2811.71
A8937,Desktop,2020-05-22,Disposed,4830.74,1942.49
A8938,Switch,2020-05-27,In Maintenance,4090.28,8498.25
A8939,Laptop,2022-07-11,Disposed,421.69,1506.7
A8940,Switch,2023-02-06,Disposed,3111.09,7903.4
A8941,Printer,2023-04-26,Disposed,3532.08,2378.9
A8942,Laptop,2022-03-01,Disposed,4849.85,1099.61
A8943,Switch,2024-04-16,Active,608.84,5731.8
A8944,Server,2020-07-07,In Maintenance,3737.82,3877.96
A8945,Server,2022-01-30,Retired,1701.52,7014.69
A8946,Desktop,2024-01-23,Active,2110.96,9550.41
A8947,Printer,2020-03-24,Disposed,2776.75,7053.02
A8948,Server,2020-12-19,In Maintenance,990.28,8983.95
A8949,Switch,2021-08-28,Retired,1920.9,4440.59
A8950,Server,2022-01-09,Active,2089.09,2320.68
A8951,Printer,2020-06-29,In Maintenance,3511.67,3510.92
A8952,Router,2024-05-18,Disposed,311.58,8927.93
A8953,Router,2022-03-22,Disposed,3972.86,3818.67
A8954,Server,2020-09-09,Active,2576.89,3383.63
A8955,Printer,2024-04-01,Disposed,4126.28,2862.78
A8956,Printer,2020-12-18,Retired,2328.39,3518.15
A8957,Laptop,2021-06-25,In Maintenance,4450.99,7198.13
A8958,Desktop,2023-08-31,Retired,3502.6,3356.2
A8959,Laptop,2021-09-27,In Maintenance,2080.68,533.39
A8960,Router,2020-11-11,Disposed,643.07,9621.01
A8961,Printer,2023-11-03,Disposed,2673.87,2268.1
A8962,Laptop,2022-08-29,Retired,2411.39,8655.86
A8963,Server,2023-03-30,In Maintenance,4535.54,781.23
A8964,Router,2020-10-01,Disposed,3700.02,8987.93
A8965,Desktop,2023-01-21,In Maintenance,1352.76,6220.92
A8966,Server,2023-04-15,Active,144.39,2475.0
A8967,Printer,2023-06-29,Active,1446.54,4927.54
A8968,Router,2021-05-08,Disposed,1556.1,8727.83
A8969,Desktop,2023-03-10,In Maintenance,1114.73,9123.38
A8970,Desktop,2021-05-15,In Maintenance,2897.37,4275.22
A8971,Switch,2022-12-14,Retired,3821.67,8485.55
A8972,Laptop,2021-04-18,Disposed,2134.67,1006.37
A8973,Laptop,2021-09-24,In Maintenance,4153.93,842.74
A8974,Server,2019-12-05,Disposed,2658.08,8355.7
A8975,Router,2021-07-10,Retired,2378.02,6804.91
A8976,Server,2021-10-05,Active,3311.16,3559.83
A8977,Desktop,2023-02-01,Disposed,3618.07,7048.15
A8978,Printer,2022-04-25,In Maintenance,1921.46,1393.48
A8979,Desktop,2019-08-24,Disposed,1029.59,4814.41
A8980,Printer,2023-10-18,Retired,2582.58,8268.56
A8981,Server,2024-03-02,Active,1697.11,2655.23
A8982,Server,2020-02-18,Disposed,3182.22,3217.3
A8983,Server,2023-07-24,In Maintenance,4385.81,953.34
A8984,Server,2024-06-16,Disposed,1398.87,2518.59
A8985,Router,2020-03-03,Active,4157.47,1306.15
A8986,Switch,2019-11-15,Disposed,2204.47,2912.66
A8987,Printer,2019-11-05,In Maintenance,1411.44,1119.36
A8988,Laptop,2023-05-30,In Maintenance,3380.48,7090.25
A8989,Server,2022-10-23,Retired,102.94,963.04
A8990,Desktop,2021-01-11,In Maintenance,1617.08,2936.0
A8991,Switch,2023-08-17,Active,961.93,2094.15
A8992,Laptop,2020-03-28,In Maintenance,3881.06,6518.89
A8993,Server,2023-10-30,Disposed,1725.08,1428.73
A8994,Switch,2023-10-28,Active,1561.64,2638.92
A8995,Printer,2021-06-13,Retired,4208.86,5340.95
A8996,Desktop,2019-10-10,In Maintenance,1596.74,5527.24
A8997,Desktop,2019-10-27,Disposed,164.86,6707.6
A8998,Desktop,2020-08-22,Active,3497.85,6955.67
A8999,Server,2021-05-02,Disposed,4977.47,5372.6
A9000,Switch,2021-06-19,In Maintenance,897.02,1567.39
A9001,Server,2021-03-05,Disposed,3262.52,5570.76
A9002,Router,2024-02-14,Disposed,1844.05,934.45
A9003,Switch,2022-11-29,Retired,3536.52,4447.95
A9004,Desktop,2021-06-18,Disposed,129.66,2698.55
A9005,Desktop,2020-03-07,Retired,4614.83,1512.26
A9006,Desktop,2023-10-17,Disposed,1491.39,7787.06
A9007,Switch,2024-06-22,Retired,3958.41,2429.48
A9008,Router,2023-08-12,Active,3410.89,3209.65
A9009,Laptop,2022-10-31,In Maintenance,2586.97,8176.84
A9010,Server,2020-06-01,Disposed,3429.14,1913.55
A9011,Desktop,2021-01-24,Retired,4285.5,1862.98
A9012,Printer,2021-09-09,In Maintenance,568.9,6900.75
A9013,Switch,2020-03-19,Active,1240.24,3191.82
A9014,Printer,2020-07-29,Retired,3976.34,9494.54
A9015,Router,2023-08-15,Disposed,1153.79,7944.47
A9016,Printer,2022-10-19,Retired,2540.84,8446.56
A9017,Server,2021-09-29,Active,3354.91,2267.28
A9018,Desktop,2021-05-07,Disposed,571.5,5371.98
A9019,Server,2019-09-04,Disposed,3945.36,4893.79
A9020,Server,2020-09-06,Retired,496.72,7447.87
A9021,Desktop,2022-01-19,Retired,610.98,2772.25
A9022,Router,2022-10-27,Disposed,1078.02,5351.68
A9023,Router,2023-08-11,Disposed,2719.34,1576.16
A9024,Desktop,2020-06-29,In Maintenance,4731.6,3817.78
A9025,Laptop,2021-06-11,Active,3545.83,9133.53
A9026,Router,2021-10-06,Disposed,4656.93,987.91
A9027,Server,2023-11-21,Disposed,3768.54,768.92
A9028,Laptop,2023-07-05,In Maintenance,4856.3,6941.46
A9029,Desktop,2021-01-14,Disposed,2117.7,5890.25
A9030,Switch,2021-08-03,Retired,379.66,1831.75
A9031,Laptop,2019-07-12,Retired,1736.47,6891.84
A9032,Printer,2022-01-26,Disposed,3710.58,5301.15
A9033,Server,2022-07-01,In Maintenance,4722.87,2812.38
A9034,Printer,2022-09-11,Retired,1744.55,9564.35
A9035,Printer,2024-01-03,Active,2853.1,6804.36
A9036,Desktop,2022-02-05,Disposed,2505.83,1769.55
A9037,Desktop,2021-03-29,Disposed,769.78,8468.33
A9038,Server,2021-07-19,In Maintenance,4048.42,7470.0
A9039,Laptop,2023-11-07,Active,2086.73,6644.6
A9040,Switch,2024-05-13,In Maintenance,633.41,6368.43
A9041,Printer,2021-07-03,Active,4402.98,9196.84
A9042,Server,2023-04-07,Active,1667.15,8947.57
A9043,Router,2023-02-10,Retired,4623.8,8649.37
A9044,Server,2020-06-01,Disposed,2454.76,1267.33
A9045,Laptop,2023-08-12,Disposed,2411.37,2805.83
A9046,Desktop,2024-05-28,Disposed,2636.48,5685.21
A9047,Router,2023-12-25,In Maintenance,4186.16,9892.33
A9048,Router,2023-07-02,Retired,2678.76,8533.05
A9049,Router,2024-05-13,Active,4658.42,1410.71
A9050,Desktop,2022-01-20,In Maintenance,1517.33,2678.16
A9051,Printer,2022-06-18,Disposed,3822.99,7950.92
A9052,Printer,2020-12-11,Retired,2714.0,8080.51
A9053,Printer,2023-10-17,Active,707.49,9977.76
A9054,Desktop,2022-12-31,Disposed,1212.88,7851.34
A9055,Printer,2020-02-22,Retired,3446.92,6491.19
A9056,Switch,2023-07-28,Retired,776.22,3122.63
A9057,Printer,2021-04-19,In Maintenance,2247.74,3863.29
A9058,Printer,2020-01-20,In Maintenance,2356.88,4679.54
A9059,Server,2019-10-25,Disposed,2793.6,9392.52
A9060,Server,2021-04-30,Active,108.42,9672.01
A9061,Server,2023-04-23,Retired,385.48,682.07
A9062,Laptop,2021-06-18,Retired,836.26,2383.28
A9063,Router,2023-12-13,Retired,1845.99,7083.35
A9064,Server,2021-08-19,Active,3605.61,1003.19
A9065,Server,2021-06-05,In Maintenance,4791.32,5573.55
A9066,Server,2024-02-14,Disposed,2756.65,8662.91
A9067,Switch,2021-01-16,Retired,2017.75,3008.77
A9068,Laptop,2020-12-12,Retired,154.79,8295.96
A9069,Switch,2021-07-02,Active,1862.1,1919.12
A9070,Router,2022-01-10,Active,2754.61,2600.09
A9071,Router,2022-07-29,Retired,4784.4,6626.88
A9072,Switch,2023-09-02,Active,1252.46,6068.93
A9073,Switch,2019-09-29,In Maintenance,3994.15,1623.74
A9074,Printer,2020-06-26,In Maintenance,660.51,2565.24
A9075,Router,2022-01-21,In Maintenance,954.73,5377.7
A9076,Printer,2021-09-30,In Maintenance,1284.47,3997.14
A9077,Printer,2020-11-09,Retired,2617.05,3850.41
A9078,Laptop,2020-07-01,In Maintenance,1044.1,4369.9
A9079,Switch,2022-06-20,Disposed,1151.98,3838.16
A9080,Laptop,2023-09-22,In Maintenance,1428.59,7789.46
A9081,Switch,2020-03-17,Retired,1248.75,8849.94
A9082,Switch,2022-02-21,In Maintenance,3630.58,9140.91
A9083,Router,2022-12-22,In Maintenance,2271.76,3769.92
A9084,Printer,2023-05-27,Disposed,1034.25,1728.59
A9085,Desktop,2022-02-06,Active,4520.43,8865.11
A9086,Server,2019-09-15,Retired,3103.67,2571.75
A9087,Desktop,2021-09-09,Retired,3490.77,4537.41
A9088,Router,2023-01-15,In Maintenance,3483.31,6591.9
A9089,Printer,2023-06-24,Retired,2966.07,2871.67
A9090,Desktop,2020-03-13,Disposed,3588.6,7659.29
A9091,Laptop,2022-01-19,Disposed,2602.56,925.16
A9092,Router,2019-11-07,Retired,1055.15,6257.83
A9093,Printer,2020-08-28,Retired,3012.78,5292.37
A9094,Laptop,2022-11-14,Disposed,3524.78,6447.15
A9095,Router,2024-05-08,Retired,3902.11,5290.58
A9096,Desktop,2019-08-10,In Maintenance,2954.53,7139.03
A9097,Printer,2023-05-09,Disposed,4398.18,4984.26
A9098,Server,2022-11-21,Disposed,569.08,5250.81
A9099,Router,2024-01-02,In Maintenance,1853.68,7656.81
A9100,Laptop,2023-01-20,Retired,857.52,5363.18
A9101,Laptop,2021-10-31,In Maintenance,3777.73,3584.92
A9102,Printer,2020-04-05,Disposed,4612.02,3008.28
A9103,Desktop,2024-05-18,In Maintenance,345.68,2264.12
A9104,Switch,2022-04-26,In Maintenance,2488.04,3416.07
A9105,Switch,2023-01-26,Active,3103.57,9227.54
A9106,Desktop,2021-04-26,Disposed,3650.5,7298.14
A9107,Router,2023-02-19,In Maintenance,3081.63,7652.22
A9108,Router,2019-09-19,Retired,2212.64,2605.09
A9109,Printer,2023-04-30,Active,4199.48,4155.69
A9110,Printer,2021-03-18,Disposed,2510.32,9559.08
A9111,Printer,2022-04-20,Active,2914.37,9633.42
A9112,Server,2024-04-29,Disposed,2151.26,6101.67
A9113,Desktop,2020-03-27,Active,3461.98,9707.2
A9114,Desktop,2024-06-16,Active,606.52,626.82
A9115,Server,2021-08-03,In Maintenance,2730.46,1642.16
A9116,Server,2020-09-25,In Maintenance,4250.25,3460.71
A9117,Switch,2024-06-23,Retired,4667.35,864.74
A9118,Laptop,2022-11-28,In Maintenance,677.12,2414.24
A9119,Desktop,2019-10-24,Active,1151.36,8776.53
A9120,Laptop,2023-03-29,Active,4832.04,5418.18
A9121,Switch,2023-08-31,In Maintenance,2438.61,7662.57
A9122,Router,2021-03-09,In Maintenance,3727.2,5917.24
A9123,Switch,2020-10-23,Retired,4854.82,8896.3
A9124,Desktop,2023-10-03,Disposed,1481.46,4909.57
A9125,Laptop,2021-07-02,Retired,1781.51,6870.51
A9126,Server,2022-06-24,In Maintenance,3904.06,1890.74
A9127,Printer,2021-12-10,Active,1630.44,6132.86
A9128,Desktop,2022-12-22,Retired,2769.05,2710.26
A9129,Desktop,2021-02-11,Disposed,597.96,8189.98
A9130,Desktop,2019-12-09,Disposed,1912.65,4927.21
A9131,Laptop,2024-01-20,Disposed,2392.8,6745.57
A9132,Desktop,2023-08-01,In Maintenance,2351.75,1766.61
A9133,Printer,2022-11-18,Active,2563.01,867.82
A9134,Switch,2022-06-26,Retired,2132.29,7887.55
A9135,Server,2020-10-11,In Maintenance,3505.12,3839.23
A9136,Server,2019-07-19,Disposed,1768.81,8455.89
A9137,Printer,2022-11-24,In Maintenance,1860.88,4259.13
A9138,Server,2019-12-11,Active,2031.36,6156.75
A9139,Printer,2022-09-05,Disposed,1547.49,7698.7
A9140,Desktop,2022-04-13,Retired,3794.33,8391.55
A9141,Router,2021-05-09,Disposed,144.69,3921.43
A9142,Router,2021-11-26,In Maintenance,2561.41,4315.45
A9143,Switch,2019-10-08,In Maintenance,4076.73,1540.52
A9144,Server,2023-01-22,Active,234.37,2429.41
A9145,Desktop,2023-02-26,Active,4561.81,9524.87
A9146,Router,2020-01-24,Retired,2949.02,1344.0
A9147,Router,2020-11-13,Disposed,1470.06,7282.73
A9148,Laptop,2022-09-14,Retired,3632.75,6019.77
A9149,Switch,2021-12-02,Retired,4668.09,8644.16
A9150,Router,2020-01-16,In Maintenance,4819.21,4719.32
A9151,Laptop,2023-02-13,Retired,4187.43,6163.84
A9152,Laptop,2021-07-20,Active,2828.81,6031.62
A9153,Printer,2023-11-23,Active,3294.24,810.33
A9154,Printer,2019-08-08,Active,2528.3,7690.21
A9155,Server,2022-08-09,Disposed,1344.91,1527.3
A9156,Switch,2020-12-11,Active,2581.6,3522.13
A9157,Router,2023-08-25,Retired,3511.32,7734.69
A9158,Printer,2020-04-11,Active,1880.02,9140.53
A9159,Laptop,2019-09-15,Active,4115.6,8754.0
A9160,Desktop,2021-11-13,Disposed,3948.43,5323.33
A9161,Printer,2020-05-20,Retired,2589.84,1264.76
A9162,Desktop,2024-02-16,Retired,850.59,1788.94
A9163,Desktop,2022-09-01,Disposed,2753.52,9996.66
A9164,Switch,2019-08-21,Active,4546.01,6927.04
A9165,Router,2020-05-05,In Maintenance,4800.46,3210.16
A9166,Desktop,2020-05-31,Retired,283.33,9230.26
A9167,Printer,2022-08-21,Retired,2978.26,4145.05
A9168,Laptop,2020-02-10,Retired,1030.95,3330.92
A9169,Laptop,2022-04-16,Retired,3408.73,2496.19
A9170,Printer,2021-03-21,Retired,2288.88,6233.41
A9171,Laptop,2021-01-25,In Maintenance,4835.55,4271.58
A9172,Desktop,2022-03-19,Disposed,3356.46,2770.29
A9173,Laptop,2020-12-12,Active,2391.11,8210.4
A9174,Router,2021-02-20,In Maintenance,951.32,6244.68
A9175,Printer,2022-10-29,In Maintenance,4014.45,2131.18
A9176,Printer,2019-10-19,Retired,4905.7,3872.63
A9177,Printer,2020-11-12,Retired,2488.67,2391.43
A9178,Laptop,2019-12-06,Disposed,2796.26,4107.03
A9179,Desktop,2024-05-22,In Maintenance,163.2,5244.72
A9180,Server,2022-08-19,Disposed,4768.5,3687.66
A9181,Desktop,2020-08-27,Disposed,2575.01,1354.28
A9182,Printer,2020-06-19,Disposed,1892.77,3167.97
A9183,Server,2020-01-30,Active,1748.65,1127.44
A9184,Desktop,2022-11-23,Active,3195.13,8158.45
A9185,Router,2021-09-06,Retired,3341.86,6691.68
A9186,Switch,2020-12-05,In Maintenance,1481.6,1670.4
A9187,Router,2023-05-21,In Maintenance,4790.7,9318.98
A9188,Desktop,2019-07-18,In Maintenance,906.95,2627.22
A9189,Laptop,2020-11-05,Active,1336.68,9308.48
A9190,Switch,2021-08-12,Retired,1040.12,9394.02
A9191,Server,2020-02-11,Retired,2600.21,8775.4
A9192,Switch,2020-10-07,Disposed,762.13,8493.07
A9193,Desktop,2021-08-08,Retired,3011.46,506.72
A9194,Server,2020-04-16,Retired,1213.08,6020.18
A9195,Printer,2023-08-22,Active,2643.63,9082.85
A9196,Printer,2023-12-03,Disposed,2782.5,3730.6
A9197,Printer,2021-01-31,Retired,2684.34,868.3
A9198,Switch,2023-04-08,Active,3253.39,6823.51
A9199,Router,2023-02-04,Active,2810.11,4879.19
A9200,Desktop,2021-02-24,In Maintenance,954.61,1458.96
A9201,Printer,2021-08-08,Active,3190.04,8508.2
A9202,Printer,2023-10-16,In Maintenance,135.0,3214.58
A9203,Router,2021-08-13,Retired,1482.33,5357.21
A9204,Printer,2023-05-22,Active,1077.39,3366.13
A9205,Server,2022-09-26,Active,3881.8,8900.42
A9206,Switch,2020-05-11,Active,3582.49,4550.55
